,Quantity/Units,Weight(1000 Tons),Value(million SAR),Country Group,Commodity,Commodity Code
1833,0,0,1,Gulf Cooperation Council,LIQUID ODORIFEROUS BURNING PREPARATIONS,33074110
1834,0,0,1,Other Arab League Countries,LIQUID ODORIFEROUS BURNING PREPARATIONS,33074110
1835,0,0,0,Other Country Groups,LIQUID ODORIFEROUS BURNING PREPARATIONS,33074110
1836,0,0,2,Gulf Cooperation Council,POWDERED ODORIFEROUS BURNING PREPARATIONS,33074120
1837,0,0,0,Other Country Groups,POWDERED ODORIFEROUS BURNING PREPARATIONS,33074120
1838,0,0,2,Gulf Cooperation Council,INCENSE (STICKS),33074130
1839,0,0,3,Other Arab League Countries,INCENSE (STICKS),33074130
1840,0,0,1,Other Country Groups,INCENSE (STICKS),33074130
1841,0,0,5,Gulf Cooperation Council,OTHER ODORIFEROUS BURNING PREPARATIONS,33074190
1842,0,0,1,Other Arab League Countries,OTHER ODORIFEROUS BURNING PREPARATIONS,33074190
1843,0,0,0,Other Country Groups,OTHER ODORIFEROUS BURNING PREPARATIONS,33074190
1844,0,1,5,Gulf Cooperation Council,DEODORIZING PREPARATIONS IN EVAPORIZING VESSELS,33074910
1845,0,0,1,Islamic not Arabic countries,DEODORIZING PREPARATIONS IN EVAPORIZING VESSELS,33074910
1846,0,0,0,Other Country Groups,DEODORIZING PREPARATIONS IN EVAPORIZING VESSELS,33074910
1847,0,0,1,Gulf Cooperation Council,HAIR REMOVERS,33079010
1848,0,0,10,Other Arab League Countries,HAIR REMOVERS,33079010
1849,0,0,0,Other Country Groups,HAIR REMOVERS,33079010
1850,0,1,4,Gulf Cooperation Council,DISINFECTANT SOAP,34011150
1851,0,2,8,Other Arab League Countries,DISINFECTANT SOAP,34011150
1852,0,0,1,Islamic not Arabic countries,DISINFECTANT SOAP,34011150
1853,0,0,1,"Asian not Arabic ,not Islamic",DISINFECTANT SOAP,34011150
1854,0,0,0,Other Country Groups,DISINFECTANT SOAP,34011150
1855,0,10,82,Gulf Cooperation Council,"TOILIT SOAP AMAC,XUL, DEOLOC SI TI FI NEVE-",34011180
1856,0,1,9,Other Arab League Countries,"TOILIT SOAP AMAC,XUL, DEOLOC SI TI FI NEVE-",34011180
1857,0,0,0,Other Country Groups,"TOILIT SOAP AMAC,XUL, DEOLOC SI TI FI NEVE-",34011180
1858,0,17,78,Gulf Cooperation Council,OTHER SAOP,34011190
1859,0,2,6,Other Arab League Countries,OTHER SAOP,34011190
1860,0,0,0,Other Country Groups,OTHER SAOP,34011190
1861,0,1,8,Gulf Cooperation Council,ARTIFICIAL SOAP PREPARED FOR SPECIAL USE,34011930
1862,0,1,9,Other Arab League Countries,ARTIFICIAL SOAP PREPARED FOR SPECIAL USE,34011930
1863,0,1,5,"Asian not Arabic ,not Islamic",ARTIFICIAL SOAP PREPARED FOR SPECIAL USE,34011930
1864,0,0,2,North America,ARTIFICIAL SOAP PREPARED FOR SPECIAL USE,34011930
1865,0,1,6,European Union,ARTIFICIAL SOAP PREPARED FOR SPECIAL USE,34011930
1866,0,0,0,Other Country Groups,ARTIFICIAL SOAP PREPARED FOR SPECIAL USE,34011930
1867,0,1,2,Gulf Cooperation Council,OTHER SOAP IN BARS AND CAKES,34011990
1868,0,0,0,Other Country Groups,OTHER SOAP IN BARS AND CAKES,34011990
1869,0,1,2,Other Arab League Countries,SOAP IN THE FORM OF POWDER,34012010
1870,0,0,0,Other Country Groups,SOAP IN THE FORM OF POWDER,34012010
1871,0,15,66,Gulf Cooperation Council,SOAP IN THE FORM OF AQUEOUS SOLUTIONS (LIQUIDS),34012030
1872,0,4,20,Other Arab League Countries,SOAP IN THE FORM OF AQUEOUS SOLUTIONS (LIQUIDS),34012030
1873,0,0,1,Islamic not Arabic countries,SOAP IN THE FORM OF AQUEOUS SOLUTIONS (LIQUIDS),34012030
1874,0,0,0,Other Country Groups,SOAP IN THE FORM OF AQUEOUS SOLUTIONS (LIQUIDS),34012030
1875,0,8,37,Gulf Cooperation Council,OTHER SOAP,34012090
1876,0,0,2,Other Arab League Countries,OTHER SOAP,34012090
1877,0,0,0,Other Country Groups,OTHER SOAP,34012090
1878,0,0,4,Gulf Cooperation Council,PRODUCTS TO WASH THE SKININLIQUIDORLOTION,34013000
1879,0,0,2,Other Arab League Countries,PRODUCTS TO WASH THE SKININLIQUIDORLOTION,34013000
1880,0,0,0,Other Country Groups,PRODUCTS TO WASH THE SKININLIQUIDORLOTION,34013000
1881,0,1,3,Gulf Cooperation Council,ANIONIC ORGANIC SURFACE-ACTIVE AGENTS,34021100
1882,0,3,13,Other Arab League Countries,ANIONIC ORGANIC SURFACE-ACTIVE AGENTS,34021100
1883,0,0,1,Islamic not Arabic countries,ANIONIC ORGANIC SURFACE-ACTIVE AGENTS,34021100
1884,0,0,0,Other Country Groups,ANIONIC ORGANIC SURFACE-ACTIVE AGENTS,34021100
1885,0,0,2,Gulf Cooperation Council,NON-IONIC ORGANIC SURFACE-ACTIVE AGENTS,34021300
1886,0,1,4,Other Arab League Countries,NON-IONIC ORGANIC SURFACE-ACTIVE AGENTS,34021300
1887,0,3,16,Islamic not Arabic countries,NON-IONIC ORGANIC SURFACE-ACTIVE AGENTS,34021300
1888,0,0,1,"Asian not Arabic ,not Islamic",NON-IONIC ORGANIC SURFACE-ACTIVE AGENTS,34021300
1889,0,0,2,"African not Arabic,not Islamic",NON-IONIC ORGANIC SURFACE-ACTIVE AGENTS,34021300
1890,0,1,2,North America,NON-IONIC ORGANIC SURFACE-ACTIVE AGENTS,34021300
1891,0,0,1,South America,NON-IONIC ORGANIC SURFACE-ACTIVE AGENTS,34021300
1892,0,0,2,European Union,NON-IONIC ORGANIC SURFACE-ACTIVE AGENTS,34021300
1893,0,1,4,Gulf Cooperation Council,OTHER ORGANIC SURFACE-ACTIVE AGENTS,34021900
1894,0,1,3,Other Arab League Countries,OTHER ORGANIC SURFACE-ACTIVE AGENTS,34021900
1895,0,0,1,Other Country Groups,OTHER ORGANIC SURFACE-ACTIVE AGENTS,34021900
1896,0,37,123,Gulf Cooperation Council,"ORGANIC SURFACE-ACTIVE AGENTS, LIKE CLOROX, RETAIL",34022010
1897,0,4,13,Other Arab League Countries,"ORGANIC SURFACE-ACTIVE AGENTS, LIKE CLOROX, RETAIL",34022010
1898,0,0,0,Other Country Groups,"ORGANIC SURFACE-ACTIVE AGENTS, LIKE CLOROX, RETAIL",34022010
1899,0,113,553,Gulf Cooperation Council,"DRY-POWDERED ORGANIC SURFACE-ACTIVE AGENTS, RETAIL",34022021
1900,0,14,48,Other Arab League Countries,"DRY-POWDERED ORGANIC SURFACE-ACTIVE AGENTS, RETAIL",34022021
1901,0,2,8,Islamic not Arabic countries,"DRY-POWDERED ORGANIC SURFACE-ACTIVE AGENTS, RETAIL",34022021
1902,0,0,0,Other Country Groups,"DRY-POWDERED ORGANIC SURFACE-ACTIVE AGENTS, RETAIL",34022021
1903,0,38,224,Gulf Cooperation Council,"FLUID ORGANIC SURFACE-ACTIVE AGENTS, RETAIL",34022022
1904,0,6,26,Other Arab League Countries,"FLUID ORGANIC SURFACE-ACTIVE AGENTS, RETAIL",34022022
1905,0,2,9,Islamic not Arabic countries,"FLUID ORGANIC SURFACE-ACTIVE AGENTS, RETAIL",34022022
1906,0,0,1,North America,"FLUID ORGANIC SURFACE-ACTIVE AGENTS, RETAIL",34022022
1907,0,0,1,European Union,"FLUID ORGANIC SURFACE-ACTIVE AGENTS, RETAIL",34022022
1908,0,0,0,Other Country Groups,"FLUID ORGANIC SURFACE-ACTIVE AGENTS, RETAIL",34022022
1909,0,12,87,Gulf Cooperation Council,"OTHER ORGANIC SURFACE-ACTIVE AGENTS, RETAIL",34022029
1910,0,0,1,Other Arab League Countries,"OTHER ORGANIC SURFACE-ACTIVE AGENTS, RETAIL",34022029
1911,0,0,0,Other Country Groups,"OTHER ORGANIC SURFACE-ACTIVE AGENTS, RETAIL",34022029
1912,0,11,10,Gulf Cooperation Council,OTHER WASHING PREPARATIONS,34029000
1913,0,1,4,Other Arab League Countries,OTHER WASHING PREPARATIONS,34029000
1914,0,0,2,"African not Arabic,not Islamic",OTHER WASHING PREPARATIONS,34029000
1915,0,0,1,Other Country Groups,OTHER WASHING PREPARATIONS,34029000
1916,0,0,1,Islamic not Arabic countries,OTHER LUBRICATING PREPARATIONS,34039900
1917,0,0,0,Other Country Groups,OTHER LUBRICATING PREPARATIONS,34039900
1918,0,1,3,Gulf Cooperation Council,WAXES OF POLYETHYLENE GLYCOL,34042000
1919,0,0,2,Other Arab League Countries,WAXES OF POLYETHYLENE GLYCOL,34042000
1920,0,1,1,"Asian not Arabic ,not Islamic",WAXES OF POLYETHYLENE GLYCOL,34042000
1921,0,0,1,Gulf Cooperation Council,OTHER PREPARED WAXES,34049090
1922,0,1,2,Other Arab League Countries,OTHER PREPARED WAXES,34049090
1923,0,2,4,Islamic not Arabic countries,OTHER PREPARED WAXES,34049090
1924,0,13,31,"Asian not Arabic ,not Islamic",OTHER PREPARED WAXES,34049090
1925,0,0,3,Australia and Oceania,OTHER PREPARED WAXES,34049090
1926,0,0,1,Other Country Groups,OTHER PREPARED WAXES,34049090
1927,0,1,4,Gulf Cooperation Council,"POLISHES, CREAMS AND SIMILAR FOR WOOD",34052000
1928,0,0,0,Other Country Groups,"POLISHES, CREAMS AND SIMILAR FOR WOOD",34052000
1929,0,0,1,Gulf Cooperation Council,POLISHES FOR METALS,34059020
1930,0,0,0,Other Country Groups,POLISHES FOR METALS,34059020
1931,0,0,1,Gulf Cooperation Council,OTHER POLISHES,34059090
1932,0,0,1,Other Arab League Countries,OTHER POLISHES,34059090
1933,0,0,0,Other Country Groups,OTHER POLISHES,34059090
1934,0,0,1,Other Arab League Countries,OTHER MODIFIED STARCHES,35051090
1935,0,0,1,Other Country Groups,OTHER MODIFIED STARCHES,35051090
1936,0,1,1,Gulf Cooperation Council,"GLUES COMPOSED OF UNTREATED STARCHES, BORAX",35052030
1937,0,2,1,Other Arab League Countries,"GLUES COMPOSED OF UNTREATED STARCHES, BORAX",35052030
1938,0,13,8,Gulf Cooperation Council,OTHER GLUES,35052090
1939,0,1,5,Other Arab League Countries,OTHER GLUES,35052090
1940,0,0,0,Other Country Groups,OTHER GLUES,35052090
1941,0,7,5,Gulf Cooperation Council,PRODUCTS SUITABLE FOR USE AS GLUES OR ADHESIVES,35061000
1942,0,7,27,Other Arab League Countries,PRODUCTS SUITABLE FOR USE AS GLUES OR ADHESIVES,35061000
1943,0,0,1,Islamic not Arabic countries,PRODUCTS SUITABLE FOR USE AS GLUES OR ADHESIVES,35061000
1944,0,0,0,Other Country Groups,PRODUCTS SUITABLE FOR USE AS GLUES OR ADHESIVES,35061000
1945,0,2,18,Gulf Cooperation Council,ADHESIVES BASED ON RUBBER OR PLASTICS,35069100
1946,0,5,18,Other Arab League Countries,ADHESIVES BASED ON RUBBER OR PLASTICS,35069100
1947,0,1,5,Islamic not Arabic countries,ADHESIVES BASED ON RUBBER OR PLASTICS,35069100
1948,0,0,1,"Asian not Arabic ,not Islamic",ADHESIVES BASED ON RUBBER OR PLASTICS,35069100
1949,0,1,9,"African not Arabic,not Islamic",ADHESIVES BASED ON RUBBER OR PLASTICS,35069100
1950,0,0,2,European Union,ADHESIVES BASED ON RUBBER OR PLASTICS,35069100
1951,0,0,0,Other Country Groups,ADHESIVES BASED ON RUBBER OR PLASTICS,35069100
1952,0,7,31,Gulf Cooperation Council,OTHER ADHESIVES,35069900
1953,0,1,5,Other Arab League Countries,OTHER ADHESIVES,35069900
1954,0,1,7,Islamic not Arabic countries,OTHER ADHESIVES,35069900
1955,0,0,1,"Asian not Arabic ,not Islamic",OTHER ADHESIVES,35069900
1956,0,0,0,Other Country Groups,OTHER ADHESIVES,35069900
1957,0,0,1,Gulf Cooperation Council,PROPELLENT POWDERS,36010000
1958,0,1,3,Gulf Cooperation Council,"PREPARED EXPLOSIVES, OTHER THAN PROPELLENT POWDERS",36020000
1959,0,0,3,Other Arab League Countries,"PREPARED EXPLOSIVES, OTHER THAN PROPELLENT POWDERS",36020000
1960,0,9,53,Gulf Cooperation Council,"PERCUSSION AND DETONATING CAPS, IGNITERS",36030010
1961,0,0,3,Other Arab League Countries,"PERCUSSION AND DETONATING CAPS, IGNITERS",36030010
1962,0,0,1,European Union,"OTHER FILM IN ROLLS, NOT OVER 105 MM WIDE",37023900
1963,0,0,1,Europe not European Union,"OTHER FILM IN ROLLS, NOT OVER 105 MM WIDE",37023900
1964,0,0,0,Other Country Groups,"OTHER FILM IN ROLLS, NOT OVER 105 MM WIDE",37023900
1965,0,0,4,Gulf Cooperation Council,CLEANING (WASHING) SOLUTIONS FOR PHOTOGRAPHY,37079050
1966,0,0,2,Gulf Cooperation Council,ARTIFICIAL GRAPHITE,38011000
1967,0,0,1,"Asian not Arabic ,not Islamic",ARTIFICIAL GRAPHITE,38011000
1968,0,0,1,North America,ARTIFICIAL GRAPHITE,38011000
1969,0,0,1,Europe not European Union,ARTIFICIAL GRAPHITE,38011000
1970,0,0,1,Other Country Groups,ARTIFICIAL GRAPHITE,38011000
1971,0,2,10,Other Arab League Countries,RESIDUAL LYES FROM THE MANUFACTURE OF WOOD PULP,38040000
1972,0,0,2,Islamic not Arabic countries,RESIDUAL LYES FROM THE MANUFACTURE OF WOOD PULP,38040000
1973,0,0,0,Other Country Groups,RESIDUAL LYES FROM THE MANUFACTURE OF WOOD PULP,38040000
1974,0,0,2,Other Arab League Countries,Goods specified in Subheading Note 1 to this Chapter,38085000
1975,0,0,0,Other Country Groups,Goods specified in Subheading Note 1 to this Chapter,38085000
1976,0,1,7,Other Arab League Countries,Insecticides containing bromomethane or bromochloromethane,38089110
1977,0,0,0,Other Country Groups,Insecticides containing bromomethane or bromochloromethane,38089110
1978,0,1,14,Gulf Cooperation Council,Other Insecticides,38089190
1979,0,0,13,Other Arab League Countries,Other Insecticides,38089190
1980,0,0,4,Islamic not Arabic countries,Other Insecticides,38089190
1981,0,1,2,"African not Arabic,not Islamic",Other Fungicides,38089290
1982,0,0,1,Other Country Groups,Other Fungicides,38089290
1983,0,0,1,Gulf Cooperation Council,"Other Herbicides, anti-sprouting products",38089390
1984,0,0,7,Other Arab League Countries,"Other Herbicides, anti-sprouting products",38089390
1985,0,0,0,Other Country Groups,"Other Herbicides, anti-sprouting products",38089390
1986,0,1,2,Gulf Cooperation Council,Other Disinfectants,38089490
1987,0,0,0,Other Country Groups,Other Disinfectants,38089490
1988,0,0,1,Gulf Cooperation Council,Other Insecticides and Disinfectants,38089990
1989,0,0,0,Other Country Groups,Other Insecticides and Disinfectants,38089990
1990,0,1,2,Gulf Cooperation Council,OTHER FINISHING AGENTS OF AMYLACEOUS SUBSTANCES,38091090
1991,0,0,1,Other Country Groups,OTHER FINISHING AGENTS OF AMYLACEOUS SUBSTANCES,38091090
1992,0,37,128,Gulf Cooperation Council,CLOTH AND TOWEL SMOOTHERS,38099110
1993,0,5,21,Other Arab League Countries,CLOTH AND TOWEL SMOOTHERS,38099110
1994,0,0,1,Islamic not Arabic countries,CLOTH AND TOWEL SMOOTHERS,38099110
1995,0,1,7,"African not Arabic,not Islamic",CLOTH AND TOWEL SMOOTHERS,38099110
1996,0,6,68,European Union,CLOTH AND TOWEL SMOOTHERS,38099110
1997,0,0,0,Other Country Groups,CLOTH AND TOWEL SMOOTHERS,38099110
1998,0,1,7,Gulf Cooperation Council,PICKLING PREPARATIONS FOR METAL; SOLDERING PASTE,38101000
1999,0,0,1,Other Arab League Countries,PICKLING PREPARATIONS FOR METAL; SOLDERING PASTE,38101000
2000,0,0,0,Other Country Groups,PICKLING PREPARATIONS FOR METAL; SOLDERING PASTE,38101000
2001,0,0,1,European Union,ADDITIVES CONTAINING PETROLEUM OILS FOR LUBRICATION,38112100
2002,0,0,0,Other Country Groups,ADDITIVES CONTAINING PETROLEUM OILS FOR LUBRICATION,38112100
2003,0,7,8,"Asian not Arabic ,not Islamic",OTHER ADDITIVES FOR LUBRICATING OILS,38112900
2004,0,0,0,Other Country Groups,OTHER ADDITIVES FOR LUBRICATING OILS,38112900
2005,0,0,5,North America,OTHER ADDITIVES,38119000
2006,0,0,1,Gulf Cooperation Council,PREPARED RUBBER ACCELERATORS,38121000
2007,0,1,5,Other Arab League Countries,PREPARED RUBBER ACCELERATORS,38121000
2008,0,0,2,Europe not European Union,PREPARED RUBBER ACCELERATORS,38121000
2009,0,0,1,Other Country Groups,PREPARED RUBBER ACCELERATORS,38121000
2010,0,3,40,Gulf Cooperation Council,COMPOUND PLASTICIZERS FOR RUBBER OR PLASTICS,38122000
2011,0,1,4,Other Arab League Countries,COMPOUND PLASTICIZERS FOR RUBBER OR PLASTICS,38122000
2012,0,0,1,Europe not European Union,COMPOUND PLASTICIZERS FOR RUBBER OR PLASTICS,38122000
2013,0,0,0,Other Country Groups,COMPOUND PLASTICIZERS FOR RUBBER OR PLASTICS,38122000
2014,0,0,4,Gulf Cooperation Council,ANTI-OXIDIZING PREPARATIONS AND COMPOUND STABILIZERS,38123000
2015,0,0,2,Other Arab League Countries,ANTI-OXIDIZING PREPARATIONS AND COMPOUND STABILIZERS,38123000
2016,0,0,2,"Asian not Arabic ,not Islamic",ANTI-OXIDIZING PREPARATIONS AND COMPOUND STABILIZERS,38123000
2017,0,0,5,"African not Arabic,not Islamic",ANTI-OXIDIZING PREPARATIONS AND COMPOUND STABILIZERS,38123000
2018,0,0,2,Australia and Oceania,ANTI-OXIDIZING PREPARATIONS AND COMPOUND STABILIZERS,38123000
2019,0,0,1,Europe not European Union,ANTI-OXIDIZING PREPARATIONS AND COMPOUND STABILIZERS,38123000
2020,0,0,0,Other Country Groups,ANTI-OXIDIZING PREPARATIONS AND COMPOUND STABILIZERS,38123000
2021,0,1,3,Gulf Cooperation Council,"Other formulas, and shipments of fire extinguishers",38130090
2022,0,0,1,Other Arab League Countries,"Other formulas, and shipments of fire extinguishers",38130090
2023,0,0,1,European Union,"Other formulas, and shipments of fire extinguishers",38130090
2024,0,0,0,Other Country Groups,"Other formulas, and shipments of fire extinguishers",38130090
2025,0,0,2,Gulf Cooperation Council,OTHER ORGANIC COMPOSITE SOLVENTS AND THINNERS,38140090
2026,0,0,0,Other Country Groups,OTHER ORGANIC COMPOSITE SOLVENTS AND THINNERS,38140090
2027,0,0,12,"Asian not Arabic ,not Islamic",SUPPORTED CATALYSTS WITH NICKEL OR NICKEL COMPOUNDS,38151100
2028,0,0,1,North America,SUPPORTED CATALYSTS WITH NICKEL OR NICKEL COMPOUNDS,38151100
2029,0,2,45,European Union,SUPPORTED CATALYSTS WITH NICKEL OR NICKEL COMPOUNDS,38151100
2030,0,0,0,Other Country Groups,SUPPORTED CATALYSTS WITH NICKEL OR NICKEL COMPOUNDS,38151100
2031,0,0,14,North America,SUPPORTED CATALYSTS WITH PRECIOUS METAL,38151200
2032,0,0,3,European Union,SUPPORTED CATALYSTS WITH PRECIOUS METAL,38151200
2033,0,2,6,Gulf Cooperation Council,OTHER SUPPORTED CATALYSTS,38151900
2034,0,1,1,"Asian not Arabic ,not Islamic",OTHER SUPPORTED CATALYSTS,38151900
2035,0,0,1,Australia and Oceania,OTHER SUPPORTED CATALYSTS,38151900
2036,0,1,24,North America,OTHER SUPPORTED CATALYSTS,38151900
2037,0,0,8,European Union,OTHER SUPPORTED CATALYSTS,38151900
2038,0,0,4,"Asian not Arabic ,not Islamic","OTHER INITIATORS, ACCELERATORS OR CATALYSTS",38159000
2039,0,2,464,North America,"OTHER INITIATORS, ACCELERATORS OR CATALYSTS",38159000
2040,0,0,41,European Union,"OTHER INITIATORS, ACCELERATORS OR CATALYSTS",38159000
2041,0,0,3,Europe not European Union,"OTHER INITIATORS, ACCELERATORS OR CATALYSTS",38159000
2042,0,0,0,Other Country Groups,"OTHER INITIATORS, ACCELERATORS OR CATALYSTS",38159000
2043,0,38,24,Gulf Cooperation Council,"REFRACTORY CEMENTS, MORTARS, CONCRETES, AND THE LIKE",38160000
2044,0,0,1,Other Arab League Countries,"REFRACTORY CEMENTS, MORTARS, CONCRETES, AND THE LIKE",38160000
2045,0,0,1,Other Country Groups,"REFRACTORY CEMENTS, MORTARS, CONCRETES, AND THE LIKE",38160000
2046,0,6,31,Gulf Cooperation Council,MIXED ALKYLBENZENES AND MIXED ALKYLNAPHTHALENES,38170000
2047,0,13,63,Other Arab League Countries,MIXED ALKYLBENZENES AND MIXED ALKYLNAPHTHALENES,38170000
2048,0,46,237,Islamic not Arabic countries,MIXED ALKYLBENZENES AND MIXED ALKYLNAPHTHALENES,38170000
2049,0,89,455,"Asian not Arabic ,not Islamic",MIXED ALKYLBENZENES AND MIXED ALKYLNAPHTHALENES,38170000
2050,0,22,117,"African not Arabic,not Islamic",MIXED ALKYLBENZENES AND MIXED ALKYLNAPHTHALENES,38170000
2051,0,3,15,North America,MIXED ALKYLBENZENES AND MIXED ALKYLNAPHTHALENES,38170000
2052,0,2,9,European Union,MIXED ALKYLBENZENES AND MIXED ALKYLNAPHTHALENES,38170000
2053,0,0,1,Other Arab League Countries,ANTI-FREEZING PREPARATIONS AND PREPARED DE-ICING FLUIDS,38200000
2054,0,0,1,Islamic not Arabic countries,ANTI-FREEZING PREPARATIONS AND PREPARED DE-ICING FLUIDS,38200000
2055,0,0,0,Other Country Groups,ANTI-FREEZING PREPARATIONS AND PREPARED DE-ICING FLUIDS,38200000
2056,0,0,1,Gulf Cooperation Council,COMPOSITE DIAGNOSTIC OR LABORATORY REAGENTS,38220000
2057,0,0,2,European Union,COMPOSITE DIAGNOSTIC OR LABORATORY REAGENTS,38220000
2058,0,0,1,Other Country Groups,COMPOSITE DIAGNOSTIC OR LABORATORY REAGENTS,38220000
2059,0,1,2,Gulf Cooperation Council,OTHERS INDUSTRIAL GREASY ACID SINGLE CARBOCCILIQUE,38231900
2060,0,0,1,Other Arab League Countries,OTHERS INDUSTRIAL GREASY ACID SINGLE CARBOCCILIQUE,38231900
2061,0,1,7,Islamic not Arabic countries,OTHERS INDUSTRIAL GREASY ACID SINGLE CARBOCCILIQUE,38231900
2062,0,1,2,"Asian not Arabic ,not Islamic",OTHERS INDUSTRIAL GREASY ACID SINGLE CARBOCCILIQUE,38231900
2063,0,0,1,North America,OTHERS INDUSTRIAL GREASY ACID SINGLE CARBOCCILIQUE,38231900
2064,0,4,15,European Union,OTHERS INDUSTRIAL GREASY ACID SINGLE CARBOCCILIQUE,38231900
2065,0,0,0,Other Country Groups,OTHERS INDUSTRIAL GREASY ACID SINGLE CARBOCCILIQUE,38231900
2066,0,1,4,Islamic not Arabic countries,Industrial greasy alcohol?S,38237000
2067,0,3,7,"Asian not Arabic ,not Islamic",Industrial greasy alcohol?S,38237000
2068,0,1,1,North America,Industrial greasy alcohol?S,38237000
2069,0,0,1,South America,Industrial greasy alcohol?S,38237000
2070,0,1,1,European Union,Industrial greasy alcohol?S,38237000
2071,0,0,0,Other Country Groups,Industrial greasy alcohol?S,38237000
2072,0,2,4,Gulf Cooperation Council,PREPARED BINDERS FOR FOUNDRY MOULDS OR CORES,38241000
2073,0,0,1,South America,PREPARED BINDERS FOR FOUNDRY MOULDS OR CORES,38241000
2074,0,0,1,European Union,PREPARED BINDERS FOR FOUNDRY MOULDS OR CORES,38241000
2075,0,0,0,Other Country Groups,PREPARED BINDERS FOR FOUNDRY MOULDS OR CORES,38241000
2076,0,57,50,Gulf Cooperation Council,OTHER CHEMICAL PREPARATIONS,38244000
2077,0,6,15,Other Arab League Countries,OTHER CHEMICAL PREPARATIONS,38244000
2078,0,0,1,Islamic not Arabic countries,OTHER CHEMICAL PREPARATIONS,38244000
2079,0,2,8,"Asian not Arabic ,not Islamic",OTHER CHEMICAL PREPARATIONS,38244000
2080,0,1,2,North America,OTHER CHEMICAL PREPARATIONS,38244000
2081,0,0,1,South America,OTHER CHEMICAL PREPARATIONS,38244000
2082,0,0,0,Other Country Groups,OTHER CHEMICAL PREPARATIONS,38244000
2083,0,3,39,Gulf Cooperation Council,"INK REMOVERS, IN CONTAINERS FOR RETAIL SALE",38247900
2084,0,1,5,Other Arab League Countries,"INK REMOVERS, IN CONTAINERS FOR RETAIL SALE",38247900
2085,0,0,1,European Union,"INK REMOVERS, IN CONTAINERS FOR RETAIL SALE",38247900
2086,0,0,1,Other Country Groups,"INK REMOVERS, IN CONTAINERS FOR RETAIL SALE",38247900
2087,0,1,3,Other Arab League Countries, Formulas contain oxirane (ethylene oxide),38248100
2088,0,3,3,Gulf Cooperation Council,"INK REMOVERS, IN CONTAINERS FOR RETAIL SALE",38249010
2089,0,3,1,"Asian not Arabic ,not Islamic","INK REMOVERS, IN CONTAINERS FOR RETAIL SALE",38249010
2090,0,0,0,Other Country Groups,"INK REMOVERS, IN CONTAINERS FOR RETAIL SALE",38249010
2091,0,1,91,"Asian not Arabic ,not Islamic",COMPOUNDS FOR CORRECTION OF WRITINGS ON STENCIL,38249020
2092,0,0,0,Other Country Groups,COMPOUNDS FOR CORRECTION OF WRITINGS ON STENCIL,38249020
2093,0,1,5,Gulf Cooperation Council,ANTI-RUST PREPARATIONS,38249080
2094,0,0,1,Other Country Groups,ANTI-RUST PREPARATIONS,38249080
2095,0,0,5,Gulf Cooperation Council,LIQUIDS FOR STARTING OPERATION OF PETROLEUM ENGINES,38249092
